0.4,-6.71E-06,2.4958,-1.1345,-1.52E-42,-4.9407e-321,2.72E-21,-0.090126,-0.40982,-0.25847,-273.28,-118.18,-0.67474,-3.399,1.66E-38,7.9051e-323,-5.27E-06
0.41,-6.71E-06,2.4958,-1.1345,-4.35E-43,-4.9407e-321,0.00087788,-0.06802,-0.40132,-0.32479,-268.54,-111.31,4.5399,3.0008,4.87E-39,7.9051e-323,0.062801
0.42,-6.71E-06,2.4958,-1.1345,-1.25E-43,-4.9407e-321,5.89E-06,-0.061218,-0.42682,-0.27718,-268.78,-112.49,4.5399,1.8156,1.42E-39,7.9051e-323,-0.044507
0.43,-6.71E-06,2.4958,-1.1345,-3.57E-44,-4.9407e-321,3.95E-08,-0.056116,-0.41152,-0.30609,-270.68,-113.91,2.6437,0.86753,4.16E-40,7.9051e-323,-0.013086
0.44,-6.71E-06,2.4958,-1.1345,0.0019005,-4.9407e-321,2.65E-10,-0.095227,-0.40132,-0.30269,-269.97,-114.62,2.6437,0.15644,0.23882,7.9051e-323,-0.0037272
0.45,-6.71E-06,2.4958,-1.1345,-0.0006082,-4.9407e-321,1.78E-12,-0.096928,-0.42172,-0.30609,-271.15,-115.81,1.6956,-1.5028,-0.24728,7.9051e-323,-0.0010608
0.46,1.34E-05,2.4958,-1.1345,0.0012162,-4.9407e-321,1.20E-14,-0.06802,-0.41152,-0.31289,-270.68,-115.1,2.1696,-0.55465,0.15888,7.9051e-323,-0.00030191
0.47,-6.71E-06,2.4958,-1.1345,-0.00054928,-4.9407e-321,8.02E-17,-0.079923,-0.41322,-0.29929,-269.49,-114.15,2.8807,0.6305,-0.17663,7.9051e-323,-8.59E-05
0.48,1.34E-05,2.4958,-1.1345,0.00063486,-4.9407e-321,5.38E-19,-0.11393,-0.40812,-0.29759,-274.47,-120.08,-2.334,-5.7693,0.098532,7.9051e-323,-2.45E-05
0.49,-6.71E-06,2.4958,-1.1345,-0.0012085,-4.9407e-321,3.61E-21,-0.037411,-0.39281,-0.31459,-269.49,-113.44,2.4066,-0.08059,-0.2036,7.9051e-323,-6.96E-06
0.5,1.34E-05,2.4958,-1.1345,0.0010442,-4.9407e-321,2.42E-23,-0.062918,-0.39791,-0.31119,-270.2,-115.34,1.6956,-0.55465,0.22514,7.9051e-323,-1.98E-06
0.51,1.34E-05,2.4958,-1.1345,0.00029916,-4.9407e-321,0.0046726,-0.10033,-0.41322,-0.32819,-268.78,-112.73,3.1177,1.1046,-0.029546,7.9051e-323,0.33427
0.52,-6.71E-06,2.4958,-1.1345,-0.0011413,-4.9407e-321,-0.0012286,-0.064619,-0.42342,-0.31969,-266.88,-110.59,5.9621,4.897,-0.18943,7.9051e-323,-0.32703
0.53,1.34E-05,2.4958,-1.1345,0.0011531,-4.9407e-321,-0.0033328,-0.06972,-0.39791,-0.30949,-267.36,-111.07,4.3029,3.0008,0.23441,7.9051e-323,-0.24361
0.54,1.34E-05,2.4958,-1.1345,0.00033036,-4.9407e-321,0.00014788,-0.061218,-0.39961,-0.27038,-271.86,-116.52,0.74743,-1.9768,-0.036672,7.9051e-323,0.17967
0.55,-6.71E-06,2.4958,-1.1345,-0.0014809,-4.9407e-321,0.0014866,-0.06972,-0.41152,-0.29929,-269.49,-112.97,3.1177,0.86753,-0.23805,7.9051e-323,0.14691
0.56,1.34E-05,2.4958,-1.1345,0.00096614,-4.9407e-321,9.98E-06,-0.11733,-0.39111,-0.28568,-268.07,-110.59,5.488,4.423,0.23975,7.9051e-323,-0.063826
0.57,3.36E-05,2.4958,-1.1345,-0.00042568,-4.9407e-321,-0.0016181,-0.052715,-0.39621,-0.30439,-271.86,-116.76,0.5104,-2.4509,-0.10667,7.9051e-323,-0.13464
0.58,-6.71E-06,2.4958,-1.1345,-0.0012747,-4.9407e-321,-0.0019565,-0.064619,-0.40472,-0.26358,-268.54,-112.49,4.5399,2.7638,-0.13704,7.9051e-323,-0.062527
0.59,1.34E-05,2.4958,-1.1345,0.0010252,-4.9407e-321,-0.001551,-0.083324,-0.39791,-0.29078,-269.73,-113.44,2.6437,0.86753,0.25001,7.9051e-323,0.011218
0.6,1.34E-05,2.4958,-1.1345,0.00029373,-4.9407e-321,-0.0025469,-0.054416,-0.43873,-0.29418,-270.91,-115.1,1.9326,-0.55465,-0.020768,7.9051e-323,-0.068054
0.61,-6.71E-06,2.4958,-1.1345,-0.0009987,-4.9407e-321,-1.71E-05,-0.079923,-0.40132,-0.31629,-267.36,-110.83,4.5399,4.1859,-0.16832,7.9051e-323,0.16161
0.62,1.34E-05,2.4958,-1.1345,0.00086657,-4.9407e-321,-1.15E-07,-0.086725,-0.39451,-0.27208,-268.78,-112.49,4.0659,1.5786,0.18649,7.9051e-323,0.04721
0.63,1.34E-05,2.4958,-1.1345,0.00024827,-4.9407e-321,-7.70E-10,-0.044213,-0.39791,-0.29418,-269.73,-114.15,2.6437,0.6305,-0.02462,7.9051e-323,0.013445
0.64,-6.71E-06,2.4958,-1.1345,-0.0010117,-4.9407e-321,-5.17E-12,-0.061218,-0.42002,-0.29418,-269.25,-113.44,3.3548,0.86753,-0.16534,7.9051e-323,0.0038265
0.65,1.34E-05,2.4958,-1.1345,0.0010163,-4.9407e-321,-3.47E-14,-0.066319,-0.42682,-0.29418,-267.83,-111.54,4.7769,3.4749,0.20779,7.9051e-323,0.0010891
0.66,1.34E-05,2.4958,-1.1345,0.00029118,-4.9407e-321,-2.33E-16,-0.078222,-0.40812,-0.30949,-271.63,-116.52,0.74743,-1.2657,-0.031984,7.9051e-323,0.00030996
0.67,-6.71E-06,2.4958,-1.1345,-0.0011436,-4.9407e-321,-1.56E-18,-0.098628,-0.44383,-0.32649,-268.54,-112.25,3.5918,1.3416,-0.1894,7.9051e-323,8.82E-05
0.68,1.34E-05,2.4958,-1.1345,0.0012479,-4.9407e-321,-1.05E-20,-0.074822,-0.40982,-0.30779,-269.49,-113.68,2.6437,1.1046,0.24662,7.9051e-323,2.51E-05
0.69,1.34E-05,2.4958,-1.1345,0.00035753,-4.9407e-321,-7.03E-23,-0.042512,-0.40472,-0.28058,-268.07,-111.31,4.3029,3.2378,-0.041698,7.9051e-323,7.15E-06
0.7,-6.71E-06,2.4958,-1.1345,-0.00085318,-4.9407e-321,-4.72E-25,-0.079923,-0.42172,-0.29589,-267.36,-111.07,5.251,4.1859,-0.16401,7.9051e-323,2.03E-06
0.71,1.34E-05,2.4958,-1.1345,0.00077281,-4.9407e-321,-3.17E-27,-0.054416,-0.40472,-0.28228,-271.15,-116.05,1.4585,-1.7398,0.15765,7.9051e-323,5.79E-07
0.72,1.34E-05,2.4958,-1.1345,-0.0022189,-4.9407e-321,-2.13E-29,-0.06972,-0.41152,-0.27548,-269.97,-114.62,3.1177,0.39347,-0.33108,7.9051e-323,1.65E-07
0.73,-6.71E-06,2.4958,-1.1345,-0.00063571,-4.9407e-321,-1.43E-31,-0.066319,-0.39281,-0.28568,-265.46,-108.22,7.3843,6.5562,0.10472,7.9051e-323,4.69E-08
0.74,1.34E-05,2.4958,-1.1345,0.0005621,-4.9407e-321,-9.58E-34,-0.06972,-0.38941,-0.30779,-269.02,-113.2,3.8288,1.8156,0.18032,7.9051e-323,1.33E-08
0.75,-6.71E-06,2.4958,-1.1345,-0.001066,-4.9407e-321,-6.43E-36,-0.044213,-0.38941,-0.27888,-269.02,-113.44,2.8807,1.1046,-0.15327,7.9051e-323,3.80E-09
0.76,1.34E-05,2.4958,-1.1345,0.0013718,-4.9407e-321,-4.31E-38,-0.090126,-0.43703,-0.29589,-271.15,-116.05,0.98446,-1.7398,0.26272,7.9051e-323,1.08E-09
0.77,1.34E-05,2.4958,-1.1345,0.00039301,-4.9407e-321,-2.89E-40,-0.083324,-0.39451,-0.28398,-268.78,-112.73,3.5918,1.5786,-0.048222,7.9051e-323,3.08E-10
0.78,-6.71E-06,2.4958,-1.1345,-0.0011936,-4.9407e-321,-1.94E-42,-0.064619,-0.41322,-0.31289,-271.86,-116.52,0.98446,-2.4509,-0.2131,7.9051e-323,8.76E-11
0.79,-6.71E-06,2.4958,-1.1345,0.0019505,-4.9407e-321,-1.30E-44,-0.079923,-0.40642,-0.31119,-269.73,-114.15,2.1696,0.6305,0.33444,7.9051e-323,2.49E-11
0.8,1.34E-05,2.4958,-1.1345,0.00055881,-4.9407e-321,-8.75E-47,-0.057817,-0.38431,-0.30779,-269.97,-114.39,2.8807,0.6305,-0.079695,7.9051e-323,7.09E-12
0.81,-6.71E-06,2.4958,-1.1345,-0.00085715,-4.9407e-321,-5.87E-49,-0.06802,-0.38601,-0.29589,-269.25,-112.97,3.3548,1.5786,-0.20062,7.9051e-323,2.02E-12
0.82,1.34E-05,2.4958,-1.1345,0.00083728,-4.9407e-321,-3.94E-51,-0.078222,-0.39621,-0.32139,-266.41,-109.17,7.1472,6.3192,0.15583,7.9051e-323,5.75E-13
0.83,1.34E-05,2.4958,-1.1345,0.00023988,-4.9407e-321,-2.64E-53,-0.074822,-0.43703,-0.29078,-270.2,-114.39,1.6956,-0.31762,-0.03072,7.9051e-323,1.64E-13
0.84,-6.71E-06,2.4958,-1.1345,-0.0007746,-4.9407e-321,-1.78E-55,-0.039111,-0.40642,-0.30099,-270.44,-115.1,2.1696,-0.79168,-0.13623,7.9051e-323,4.65E-14
0.85,-6.71E-06,2.4958,-1.1345,-0.00022192,-4.9407e-321,-1.19E-57,-0.079923,-0.43192,-0.30439,-267.6,-111.54,5.014,2.2897,0.03068,7.9051e-323,1.32E-14
0.86,-6.71E-06,2.4958,-1.1345,-6.36E-05,-4.9407e-321,-7.99E-60,-0.090126,-0.40132,-0.30779,-267.36,-111.31,5.488,3.0008,0.02863,7.9051e-323,3.77E-15
0.87,-6.71E-06,2.4958,-1.1345,-1.82E-05,-4.9407e-321,-5.37E-62,-0.039111,-0.41832,-0.29248,-269.49,-114.39,2.6437,0.39347,0.013849,7.9051e-323,1.07E-15
0.88,-6.71E-06,2.4958,-1.1345,-5.22E-06,-4.9407e-321,-3.60E-64,-0.081623,-0.39961,-0.31459,-269.97,-114.62,2.8807,0.39347,0.0055748,7.9051e-323,3.05E-16
0.89,-6.71E-06,2.4958,-1.1345,-1.50E-06,-4.9407e-321,-2.42E-66,-0.073121,-0.37751,-0.28738,-269.97,-112.97,3.3548,0.6305,0.0020546,7.9051e-323,8.69E-17
0.9,-6.71E-06,2.4958,-1.1345,-4.28E-07,-4.9407e-321,-1.62E-68,-0.054416,-0.39281,-0.27888,-271.63,-116.52,1.6956,-2.2139,0.00071882,7.9051e-323,2.47E-17
0.91,-6.71E-06,2.4958,-1.1345,-1.23E-07,-4.9407e-321,-1.09E-70,-0.057817,-0.38261,-0.29929,-267.6,-111.07,4.7769,3.2378,0.00024299,7.9051e-323,7.04E-18
0.92,-6.71E-06,2.4958,-1.1345,-3.52E-08,-4.9407e-321,-7.30E-73,-0.074822,-0.43362,-0.30609,-272.81,-118.65,-1.1488,-3.399,8.02E-05,7.9051e-323,2.00E-18
0.93,-6.71E-06,2.4958,-1.1345,-1.01E-08,-4.9407e-321,-4.90E-75,-0.081623,-0.41492,-0.30439,-268.78,-112.49,3.3548,1.5786,2.60E-05,7.9051e-323,5.70E-19
0.94,-6.71E-06,2.4958,-1.1345,-2.89E-09,-4.9407e-321,-3.29E-77,-0.073121,-0.39281,-0.29589,-268.31,-111.07,5.014,3.0008,8.29E-06,7.9051e-323,1.62E-19
0.95,-6.71E-06,2.4958,-1.1345,-8.27E-10,-4.9407e-321,-2.21E-79,-0.051015,-0.38431,-0.28908,-273.05,-117.94,-0.43771,-3.636,2.62E-06,7.9051e-323,4.62E-20
0.96,-6.71E-06,2.4958,-1.1345,-2.37E-10,-4.9407e-321,-1.48E-81,-0.083324,-0.40812,-0.30099,-270.2,-114.39,1.9326,-0.31762,8.20E-07,7.9051e-323,1.31E-20
0.97,-6.71E-06,2.4958,-1.1345,-6.79E-11,-4.9407e-321,-9.94E-84,-0.044213,-0.39791,-0.29589,-269.73,-113.2,3.1177,1.3416,2.55E-07,7.9051e-323,3.74E-21
0.98,-6.71E-06,2.4958,-1.1345,-1.94E-11,-4.9407e-321,-6.67E-86,-0.06972,-0.39791,-0.29078,-271.15,-116.05,1.9326,-0.31762,7.85E-08,7.9051e-323,1.06E-21
0.99,-6.71E-06,2.4958,-1.1345,-5.57E-12,-4.9407e-321,-4.48E-88,-0.090126,-0.40812,-0.31629,-266.17,-109.17,5.7251,4.66,2.41E-08,7.9051e-323,3.03E-22
1,-6.71E-06,2.4958,-1.1345,-1.60E-12,-4.9407e-321,-3.01E-90,-0.079923,-0.42002,-0.30099,-269.97,-113.68,2.8807,0.86753,7.36E-09,7.9051e-323,8.63E-23
1.01,-6.71E-06,2.4958,-1.1345,-4.57E-13,-4.9407e-321,-2.02E-92,-0.066319,-0.40642,-0.30779,-270.2,-113.91,2.8807,1.3416,2.24E-09,7.9051e-323,2.45E-23
1.02,-6.71E-06,2.4958,-1.1345,-1.31E-13,-4.9407e-321,-1.35E-94,-0.062918,-0.39451,-0.30099,-270.2,-113.91,3.3548,0.86753,6.78E-10,7.9051e-323,6.99E-24
1.03,-6.71E-06,2.4958,-1.1345,-3.75E-14,-4.9407e-321,-9.09E-97,-0.076522,-0.40642,-0.28568,-271.39,-116.05,0.036345,-1.7398,2.05E-10,7.9051e-323,1.99E-24
1.04,-6.71E-06,2.4958,-1.1345,-1.08E-14,-4.9407e-321,-6.10E-99,-0.074822,-0.41492,-0.31119,-271.86,-116.05,0.98446,-1.9768,6.16E-11,7.9051e-323,5.66E-25
1.05,-6.71E-06,2.4958,-1.1345,-3.08E-15,-4.9407e-321,-4.09E-101,-0.073121,-0.40982,-0.30949,-269.73,-113.2,2.8807,1.3416,1.85E-11,7.9051e-323,1.61E-25
1.06,-6.71E-06,2.4958,-1.1345,-8.83E-16,-4.9407e-321,-2.75E-103,-0.059517,-0.37241,-0.30269,-269.73,-113.68,2.6437,0.15644,5.54E-12,7.9051e-323,4.58E-26
1.07,-6.71E-06,2.4958,-1.1345,-2.53E-16,-4.9407e-321,-1.84E-105,-0.088425,-0.41152,-0.28058,-272.81,-117.23,-0.20069,-3.162,1.66E-12,7.9051e-323,1.30E-26
1.08,-6.71E-06,2.4958,-1.1345,-7.25E-17,-4.9407e-321,-1.24E-107,-0.061218,-0.42512,-0.29248,-269.02,-113.44,3.5918,1.8156,4.94E-13,7.9051e-323,3.71E-27
1.09,-6.71E-06,2.4958,-1.1345,-2.08E-17,-4.9407e-321,-8.30E-110,-0.056116,-0.41152,-0.29418,-269.97,-114.39,1.9326,-0.55465,1.47E-13,7.9051e-323,1.06E-27
1.1,-6.71E-06,2.4958,-1.1345,-5.95E-18,-4.9407e-321,-5.57E-112,-0.078222,-0.39451,-0.30269,-269.49,-113.44,3.1177,0.39347,4.37E-14,7.9051e-323,3.01E-28
1.11,-6.71E-06,2.4958,-1.1345,-1.70E-18,-4.9407e-321,-3.74E-114,-0.085024,-0.42172,-0.29248,-270.44,-114.39,2.8807,-0.31762,1.30E-14,7.9051e-323,8.56E-29
1.12,-6.71E-06,2.4958,-1.1345,-4.88E-19,-4.9407e-321,-2.51E-116,-0.076522,-0.40472,-0.31289,-273.76,-118.42,-0.91177,-4.5842,3.85E-15,7.9051e-323,2.44E-29
1.13,-6.71E-06,2.4958,-1.1345,-1.40E-19,-4.9407e-321,-1.68E-118,-0.057817,-0.39791,-0.25507,-269.73,-113.44,3.3548,1.3416,1.14E-15,7.9051e-323,6.93E-30
1.14,-6.71E-06,2.4958,-1.1345,-4.01E-20,-4.9407e-321,-1.13E-120,-0.081623,-0.41322,-0.30609,-269.73,-113.91,3.1177,1.1046,3.37E-16,7.9051e-323,1.97E-30
1.15,-6.71E-06,2.4958,-1.1345,-1.15E-20,-4.9407e-321,-7.59E-123,-0.085024,-0.41492,-0.31289,-270.44,-114.15,2.1696,-0.79168,9.94E-17,7.9051e-323,5.62E-31
1.16,-6.71E-06,2.4958,-1.1345,-3.29E-21,-4.9407e-321,-5.09E-125,-0.12924,-0.37751,-0.28398,-266.17,-109.88,6.1991,4.897,2.93E-17,7.9051e-323,1.60E-31
1.17,-6.71E-06,2.4958,-1.1345,-9.42E-22,-4.9407e-321,-3.42E-127,-0.064619,-0.39111,-0.31119,-269.49,-112.73,3.3548,1.1046,8.64E-18,7.9051e-323,4.55E-32
1.18,-6.71E-06,2.4958,-1.1345,-2.70E-22,-4.9407e-321,-2.29E-129,-0.056116,-0.38771,-0.29418,-270.91,-115.57,1.9326,-1.0287,2.54E-18,7.9051e-323,1.30E-32
1.19,-6.71E-06,2.4958,-1.1345,-7.74E-23,-4.9407e-321,-1.54E-131,-0.076522,-0.37581,-0.28908,-270.2,-114.15,2.1696,0.39347,7.48E-19,7.9051e-323,3.69E-33
1.2,-6.71E-06,2.4958,-1.1345,-2.22E-23,-4.9407e-321,-1.03E-133,-0.096928,-0.42172,-0.31629,-271.39,-115.34,1.2215,-1.0287,2.20E-19,7.9051e-323,1.05E-33
1.21,-6.71E-06,2.4958,-1.1345,-6.35E-24,-4.9407e-321,-6.93E-136,-0.091826,-0.39111,-0.31629,-269.25,-112.97,3.5918,1.5786,6.45E-20,7.9051e-323,2.99E-34
1.22,-6.71E-06,2.4958,-1.1345,-1.82E-24,-4.9407e-321,-4.65E-138,-0.062918,-0.36901,-0.26188,-269.02,-112.97,3.8288,1.5786,1.89E-20,7.9051e-323,8.50E-35
1.23,-6.71E-06,2.4958,-1.1345,-5.21E-25,-4.9407e-321,-3.12E-140,-0.078222,-0.40132,-0.30609,-269.02,-112.97,3.5918,2.0527,5.55E-21,7.9051e-323,2.42E-35
1.24,-6.71E-06,2.4958,-1.1345,-1.49E-25,-4.9407e-321,-2.09E-142,-0.076522,-0.39111,-0.30439,-267.6,-112.02,4.7769,3.0008,1.63E-21,7.9051e-323,6.88E-36
1.25,-6.71E-06,2.4958,-1.1345,-4.28E-26,-4.9407e-321,-1.41E-144,-0.076522,-0.38261,-0.30609,-270.91,-115.81,0.5104,-1.5028,4.77E-22,7.9051e-323,1.96E-36
1.26,-6.71E-06,2.4958,-1.1345,-1.23E-26,-4.9407e-321,-9.44E-147,-0.083324,-0.38941,-0.28398,-271.15,-115.81,1.4585,-0.79168,1.39E-22,7.9051e-323,5.58E-37
1.27,-6.71E-06,2.4958,-1.1345,-3.51E-27,-4.9407e-321,-6.33E-149,-0.085024,-0.39961,-0.28058,-268.78,-112.25,4.5399,2.5267,4.08E-23,7.9051e-323,1.59E-37
1.28,-6.71E-06,2.4958,-1.1345,-1.01E-27,-4.9407e-321,-4.25E-151,-0.059517,-0.39961,-0.27548,-270.2,-114.15,2.6437,0.86753,1.19E-23,7.9051e-323,4.52E-38
1.29,-6.71E-06,2.4958,-1.1345,-2.88E-28,-4.9407e-321,-2.85E-153,-0.073121,-0.37071,-0.30439,-271.15,-115.57,0.74743,-1.5028,3.48E-24,7.9051e-323,1.29E-38
1.3,-6.71E-06,2.4958,-1.1345,-8.26E-29,-4.9407e-321,-1.91E-155,-0.081623,-0.39451,-0.28228,-268.07,-112.25,4.0659,2.7638,1.02E-24,7.9051e-323,3.66E-39
